text,author,time
"Begitu besar hasil didikan pansus  dpr dan kpk .......termasuk media plus yg narasumbernya ........komen kouta tambah haji tahun 2023 -2024  lihat aja jejak digital jelas dan ditaksir ke mana mana tanpa tidak jelas .....

Pada intinya orang orang senang membunuh  karakter seorang tanpa bukti yg jelas dan valid ..

Yg penting omong di media .....",@ariefismono3164,1 bulan yang lalu
"Klo karakter dasarnya sdh manusia 8471ngan, mau sekuat apapun dia memeluk agama, ya akan tetap jadi 8471ngan.",@krisnayarsaputra1574,1 bulan yang lalu
PENJARAN MULYONO & ANJING2 PIARAANNYA SECEPATNYA. BIAR RI DAMAI & SEJAHTERA.,@achdzakygf23,1 bulan yang lalu
Kpn di jeblosin ke tahanannya.. Ini yg hrs di masukin ke NK.. Udh bikin rakyat susah.. Msh aja dpt pasilitas.. Maling ayam dll yg rakyat maling karena gak makan tapi di hukum juga di gebukin juga. Kasian ya pemerintah cara nya..,@henyjasuma864,2 bulan yang lalu
Kartel haji adalah gerombolan daster. Dari dulu merekalah yg pegang itu sampai skrng.,@heriahmad141,2 bulan yang lalu
"Susah sekali gaes berantas korupsi itu... Sampe mati hidup trus mati.. Trus hidup lagi kita... Korupsi itu tetap ad... Ini bukan hanya di Indonesia.... Karna klo kita jadi pejabat. .. Kita tidak makan uang... Kebijakan kita salah saja sdh terkena pasal
.. Maka nya klo pns itu pensiun... Yg di ucapkan spa..? 
Alhamdulillah aku sdh selesai sampai di seberang dgn selamat...",@sunaryoannisaofficial5537,2 bulan yang lalu
"Terkesan Yaqut kena jebakan geng jidat hitam, waspada ektremis kanan.....",@bebrayanagung1837,2 bulan yang lalu
Belum tentu amanah,@aepua1367,3 bulan yang lalu
Mana kronologi nya mas???,@zazak9505,3 bulan yang lalu
Hal spt itu dah berlangsung lama. Jual beli quota haji reguler juga spt itu. Ada calhaj  bisa berangkat lbh cepat  dg menggunakan  quota  haji lain daerah  .,@jokosantoso7185,3 bulan yang lalu
Kalau betul mantan menag tersangka kasus haji saya warga NU sangat malu ketua ormas dari kalangan ulama  kok seperti  itu kelakuannya siapa saja yg terlibat proses hukum,@ROCHMAD-j7b,3 bulan yang lalu
"Eng-GUS Yazuz dr ngormas ngaNU KOROPSI kuota haji, BIADAB banget ahlaknya. 😢😮😢",@RedevGencar,3 bulan yang lalu
Ya allah.ngeri rasanya.bertahun2 menabung pingin lunas cepat berangkat.ternyata masi ditahan.allah maha adil.belum diakhirat.didunia tidak akan tentram.walaupun bergelimang harta.,@saenatulhasanah6839,3 bulan yang lalu
Uda liat video klarifikasi nya blm. Bagaimana tanggapan anda?,@limanfa,3 bulan yang lalu
Alangkah nikmat ny bila seseorg dikenal justru dgn amal baik ..betapa merana ny seseorg terkenal justru krn berurusan dgn kasus korupsi ...,@MuhammadIdrus-j7o,3 bulan yang lalu
Menuju muldongo tp.aman,@johans2961,3 bulan yang lalu
"ngobrol apaan si ini, muter"" ngk jelas",@HanifRohim-s2q,3 bulan yang lalu
"Jangan heran dulu ini di KONOHA.
SANDIWARA POLITIK di MEDSOS. skenario Moulyoenoe.",@mbahalam2283,3 bulan yang lalu
"Silahkan kalau sempat SIMAK DI Yu tube.
SKANDAL KUOTA HAJI. DIGIGIT KPK. Oleh ISLAH BAHROWI.",@mbahalam2283,3 bulan yang lalu
"pada saat dilantik di sumpah,dana haji di korupsi
dosa gak ya???.mungkin sudah bawa kunci syurga mentri agama.amit"",ceramah nya menggelegar....",@pohdi2644,3 bulan yang lalu
Kebanyakan dari NU,@AbdulQodir-v2y,3 bulan yang lalu
Slogannya NKRI HARGA MATI😅😅,@AbdulQodir-v2y,3 bulan yang lalu
"MISKINKAN, Jangan ada nego-nego dan neko-neko. Kembalikan kerugian negara seutuhnya. Jangan cuma dikembalikan 10%.",@ariematang1682,3 bulan yang lalu
𝐘𝐠 𝐁𝐢𝐥𝐚𝐧𝐠 𝐝𝐚 𝐛𝐞𝐧𝐚𝐫 𝐒𝐏𝐄𝐑𝐓𝐈 𝐍𝐘𝐒 𝐊𝐔𝐑𝐀𝐍𝐆 𝐏𝐀𝐇𝐀𝐌 𝐀𝐃𝐌 𝐊𝐄𝐔𝐀𝐍𝐆𝐀𝐍 𝐍𝐄𝐆𝐀𝐑 𝐀😂😂😂,@EdiEdi-x6l3h,3 bulan yang lalu
𝐍𝐚𝐡 𝐥𝐮 𝟏𝐓,@EdiEdi-x6l3h,3 bulan yang lalu
Sudah di tetapkan jadi tersangka masa enggak di tahan,@ApendiApendi-y6q,3 bulan yang lalu
"Mana ada maling ngaku... ??? 
Namun Ustadz KHB ngaku, jujur🧐🧐🧐🧐🧐
Efeknya: 2 gus jadi tersangka.... 
Gus lain, kiai lain (pejabat tinggi ormas) diperiksa... .... 
Keluar gedung Jawabnya gagap ngomong, GAK, ENDAK LAH, eeee, NDAK TAU, Tanyakan ke penyidik kpk..... ( Bungkam)",@tomibon8,3 bulan yang lalu
"Tenang saja yaqud😅 kunci surga kau yg pegang? Tapi hanya dpegang lho?😊sdgkan  kunci neraka terbuka sllu maka kau, skelg n jajaran yg ikut menikmati uang korupsi tsb tinggal nyemplung aja 😅😊",@harnetiharneti7301,3 bulan yang lalu
Ini sinetron .untk mengalihkan benjana sumatra. Segitu aj repot,@pakjamaludin4745,3 bulan yang lalu
"Kemana arah podkas ini
Kok sepertinya kurang data",@mohsalehsaleh3356,3 bulan yang lalu
Mudah2'han ini TDK benar. Dan mudah2 Han Gus Yaqut ada dijln yg lurus. Mudah2'han Alloh kan membuka dan menunjukan semua. Mana yg slh dan mn yg benar. Aamiin.,@aldifi8314,3 bulan yang lalu
Ku kira gus yakut orng yg alim bnget skali maling  hj,@AlfiyanKonco,3 bulan yang lalu
Isi nya kok curhat..... Bukan kisi kisi kronologi....,@NGAJITERUS234,3 bulan yang lalu
"Siapapun orangnya di tuntut utk berlindung dr godaan syaitan...siapapun , oknum, akan selalu di goda syetan utk berbuat dosa...manuasia tidak mempunyai  daya upaya kecuali ada pertolongan allah swt.j jd tdk usah detil2 dan latar belakang segala...utk di kupas..kan sdh di tangani oleh kpk",@iyadahmad8100,3 bulan yang lalu (diedit)
Gus gus aguss...ngapah loh jd perampok gitu sihh....😂😂,@muhamadusdi3433,3 bulan yang lalu
"Ngobrol kayak emak emak....mengaburkan fakta...
Tinggal bahas
1. Menteri boleh apa tidak memutuskan pembagian kuota tambahan ?
2. Menang bisa apa tidak di tersangkakan....?",@ayunaayuna6510,3 bulan yang lalu
gimana lagi soal haji sah apa tidak dapat haji dari hak orang lain pasti tidak halal 😅,@cari.makan.jeddah,3 bulan yang lalu
"Sebutan Gus itu mulia, seperti Gus Dur, Gus Bisri, dan tokoh-tokoh NU lainnya; tapi sayang sebutan Gus kali ini tersangkut tugaan korupsi.",@izomiddin4297,3 bulan yang lalu
Yaqut kita gebugin aja kali yaa,@ariasyhari3863,3 bulan yang lalu
Astaghfirullah...,@untungpriyatno9648,3 bulan yang lalu
Si yakut ini nanti didunia ditungtut orang akanpergi haji seINDONESIA ada  sudah meninggal nanti tungtutan diahirat sisediakan pidarkil aspala sapilin,@OmihSuhaemi-r4t,3 bulan yang lalu
Semoga PK Prabowo membersihkan semua koruptor,@Muhajir-k3i,3 bulan yang lalu
"Saudaraku, bangun dan bangkitlah, sadarlah , syaratnya haji jika mampu/ bukan di subsidi, inilah akibatnya jika bisnis berbalut ibadah",@masmassamad2030,3 bulan yang lalu
Udah hidung jelek jelek pula kelakuannya si yaqut,@agussugiono4976,3 bulan yang lalu
"Sah tidak nya ibadah haji itu yang menentukan adalah rukun hajinya ditunaikan atau tidak, jika ditunaikan atau dipenuhi rukunnya maka hajinya sah...., tetapi ibadah hajinya tidak akan diterima oleh Allah karena hajinya tidak dengan cara yang halal.",@bahrulilmi-2969,3 bulan yang lalu
Para pejabat berlomba2 korup .g mikirin rakyat .yg jdi korban .mkn tu duit haram,@juandajuanda8688,3 bulan yang lalu
"Tangkap segera si Jokowi dia adalah bos korupsinya Indonesia selama menjabat presiden 10 tahun. Klo penegak hukum punya nyali  dn berani,klo tidak kita sebagai rakyat cuma di suguhin berita korupsi tiap hari.",@RusdiMadona,3 bulan yang lalu
Biadap,@Gerimandagi226,3 bulan yang lalu
AH MUSTAHIL KPK BERANI MENAHAN  GUS  YAKUT   KARENA  DI KPK BANYAK ORANG2   NU  👍,@kartinisuparso2478,3 bulan yang lalu
Sekarang korupsi itu berjama ah sepeti sholat,@wardoyo-s1s,3 bulan yang lalu
Kementerian agama hanya di 62 fungsinya ajang korupsi berjamaah,@lisrijkschroeff8675,3 bulan yang lalu
"Berawal Berorganisasi
Merangkak menjadi mentri
Akhirnya korupsi quota haji",@samuderajayafarm,3 bulan yang lalu
"Nkri harga mati,cari cuan lewat korupsi ,koar koar toleransi ternyata pengikut iblis sejati",@SariYati-m5k,3 bulan yang lalu
Hayo... siapa yang bakal jadi tersangka korupsi kuota haji? 🤫,@tempovideochannel,7 bulan yang lalu
Negara konoha ini sudah terlalu banyak maling mulai dari rakyat biasa sampai pejabatnya mau model apa akan sama hasilnya basmi dulu malingnya dengan serius maling yang ketangkap langsung bikin miskin semiskin miskinnya tiap hari siarin di tv biar semua maling tahu,@setyoprihatin8306,2 bulan yang lalu
Jangan sampai spt kasus pertamina..berita bbm oplosan heboh viral dimedia2 namun ending nya saat sidang tidak ada dakwaan jaksa soal bbm oplosan. Smoga tidak ada dusta sesama anak bangsa..salam akal sehat👍👍🙏🙏,@yudaparipurna770,2 bulan yang lalu
"Yg korupsi uang haji itu luar biasa sebab ngaku AKU NKRI HARGA MATI, ternyata sangat biadab melakukannkorupsi uang ibadah haji",@mohammadahsan8377,2 bulan yang lalu
Tangkap Jokowi,@mannaproperty09,3 bulan yang lalu
"Jadi, siapapun menteri agamanya dia siap2 jadi TSK, sebelumnya Pak Surya darma ali sekarang Gus yakut. Sudah puluhan tahun sistem haji model regular diterapkan di kemenag. Ini sama saja MEMAKSA orang tdk punya/miskin untuk mendaftar haji dengan menyetor uang ke pemerintah dulu dan mencicil tiap bulannya selama bertahun2..padahal ayat quran mengatakan : حج البيت من استطاع اليه سبيلا =Haji itu wajib bagi orang ""mampu"". Jaman dulu orang2 berangkat haji karena punya UANG tanpa menunggu bertahun2...cukup jual sawah/10 ekor sapi langsung Gass ndaftar dan berangkat layaknya Furoda. Dengan adanya sistem regular ini jadi celah/keran untuk korupsi para pengusaha travel dan pejabat di kemenag. Saya setuju sistem kuota haji ya FURODA.gak usah ada regular.jadi haji benar2 bagi yang mampu.",@masbimo1407,3 bulan yang lalu
"ngga heran kalo asrama haji dijawa barat belum beres"" masih aja pembangunan dari zaman SD sampai guanya udah lulus kuliah 😢😢",@irfanhilmi-y9o,5 bulan yang lalu
"Tahun 2007 saya berangkat haji, karena tinggal di Belanda saya gabung dengan organisasi Turki Milli  Gorus. 
Disini saya merasakan berapa rapih dan cekatan mereka.
Bus dari hotel ke Mekka selalu ada setiap 15 atau 25 menit(saya lupa) dan mereka selalu catat kedatangan nya.
Cateringnya rapih dan bersih pengurus nya cekatan.
Sesama jema’ah mereka juga sangat membantu bila membutuhkan.
Tahun ini 2025 kakak saya berangkat haji reguler di Indonesia, dia sangat puas dengan pelayanan haji tahun ini, cateringnya bagus 3 kali sehari dan tidak pernah terlambat . 
Semoga kedepannya  pengurus jemaah haji Indonesia selalu berbenah lebih baik lagi.",@UmakBelanda,6 bulan yang lalu
mengalir sampai Solo,@Recardian,6 bulan yang lalu
"Bukti agama TDK dipahami ,oleh para penganut agama dlm ormas agama ,bahwa tujuan Allah SWT menurunkan agama beserta kitab2 sucinya adalah utk memperbaiki akhlaq moral ethika adab ,serta manusia bisa menjaga hati nurani yg bersih ,tapi utk mendapatkan cuan ,",@ra.sugiyono3834,6 bulan yang lalu
"90 % Aparat pemerintahan mulai dr kelurahan s/d Pusat, terindikasi pernah menikmati hasil Korupsi.  ada yg  bantah?",@Sinambela-c5x,6 bulan yang lalu
Godaan terbesar hawa nafsu manusia pada harta dunia apabila imannya sudah hancur oleh materi dan jabatan buat jadi kesombongan manusia sebagai khalifah di dunia hati nurani tidak bisa melawan godaan terbesar kita hawa nafsu serakah.,@UsmanRolibi,6 bulan yang lalu
Mengalir sampe jokowi😅,@lutfiatitimbang1219,6 bulan yang lalu
"Klo air mengalir kebawah....wuuuzzz

Klo korupsi mengalir keatas kyk jet....ciuuuzzzz. lebih kepat dari kecepatan suara",@yayuknusaloka7654,6 bulan yang lalu
"Baru kuota, belom layanan nya, layanan satu atap nya, fee referal jamaah haji oleh pihak kementrian. Gratifikasi nya...😂😂",@anggafajarsaputras.e4320,6 bulan yang lalu
Oke.,@faqihmirza666,6 bulan yang lalu
Kok seakan-akan menyalahkan publik sih. Ga ada aduan dari publik makanya ga dilakukan penyelidikan gitu? Kata gw statement si Bapak semakin menguatkan kalo KPK itu kerja ya orderan dari penguasa 🙄,@adis2154,6 bulan yang lalu
Alhamdulilah..akusudah.bayar..hjiyan.tahun.duwarobu.....dampesekatang..aku..belumfipagil....tapi.skudufah.bayar.dan.niyathsji..semogaallah.mrmanggilya.ygkeropsihj.srmogaalllah.menegurua.sesiway.denganmerigikanku.nsmsku.ahmaftadidi.,@AhmadRasidi-e4h,6 bulan yang lalu
Saya sebagai warga Kabupaten Rembang sangat malu mendengar kasus korupsi haji yang menjerat instansi pimpinan ex menteri agama. menjadi trust issue ketika akan menjalankan ibadah suci sebagai WNI,@tynafadila5534,6 bulan yang lalu
👍,@andymahmudi6582,6 bulan yang lalu
"Harus ada, soalnya emak gua ngeluarin duit lebih untuk berangkat lebih awal karena ada jamaah yg ga mampu lunasin untuk berangkat, jadi dengan alasan itu ibu gua di suruh bayar tambahan kalo mau berangkat di tahun itu",@muttaqiennoor513,7 bulan yang lalu
Geng solo,@hasanahhasanah5479,7 bulan yang lalu
Berani kah KPK segera menetapkan tersangka nya ?,@amahfud885,7 bulan yang lalu
kemarin bagi-bagi sembako bansos kampanye pilpres Gemoy & Fufufafa pakai uang Mulyono ya🤓,@suaramanusiamerdeka,7 bulan yang lalu
"Tetanggaku, belum saatnya berangkat. Ternyata bisa berangka, gak tahu bagaimana caranya kok bisa",@hadimulyanto3592,7 bulan yang lalu
"Huruf depannya Y, belakangnya aqut",@LisannyaGaib,7 bulan yang lalu
"1. Yaqut
2. Kholid BS",@Sunnah_Salaf_24434,7 bulan yang lalu
No1 Yaqut,@sahabatkalbu4171,7 bulan yang lalu
Hajar bleh.. Sikat abis!!,@wonderboi2202,7 bulan yang lalu
"1. Yaqut
2. Pati NU
3. Mukidi",@hendrojuniyardi4514,6 bulan yang lalu
Jaque oui,@SasmitaWisnu,7 bulan yang lalu
"Nex ketum PBNU. 




Pagar bambu laut gmana tindak lanjut. 
Pagar beton laut juga yang terbaru selidiki dong",@hajidurov,7 bulan yang lalu
Saya minum dua,@novandranovan3319,7 bulan yang lalu
Hayooo😂,@missnona3975,7 bulan yang lalu
Kayanya UKB juga bisa kenaa nih bareng GY,@sayapahrurrozi1132,7 bulan yang lalu
"1.HL
2.KBS",@alvaroindie17,7 bulan yang lalu
Bro Yakult,@WuRyable,7 bulan yang lalu
Ya dari situlah yang paling NKRI,@catatankangrio8690,6 bulan yang lalu
Jokowi,@timummi3536,6 bulan yang lalu
Sy sk minum 2!!,@Its_felove,6 bulan yang lalu
salah satu pelanggan percetakan ijazah,@hearttakerrain,6 bulan yang lalu
yang paling kanoha 😂😂😂😂😂😡😡,@dharmahasibuanb7409,7 bulan yang lalu
Gus Fring....?,@madscientist9523,7 bulan yang lalu
"Banyak yg kena 

Sesuai keterangan KPK saat cekal 3 org waktu itu 

SK inikan muncul karena lobo permintaan dari para asosiasi travel haji 

Makanya 13 asosiasi n 400 travel skrg sedang diperiksa KPK",@scuderiaferrarialfa1467,7 bulan yang lalu
"Ini yang tersangka menterinya terus
Pres. Kapan???",@musiceverywhere1279,6 bulan yang lalu
"Kalau air mengalir kebawah,tapi kalau duit mengalirnya ke atas.. KPK nya berani tdk ??? 😂😂😂",@IrawanSupoyo,6 bulan yang lalu
TAK ADA VISI MISI MENTERI TAPI VISI MISI PRESIDEN kata Jokowi,@Izradrummer,6 bulan yang lalu
Justru di urusan dgn kemenag saya dapat diminta bayar suap terang2an,@fairdayunibudiyono4782,6 bulan yang lalu
"Pendanaan Al Qur'an aja berani dikorupsi, apalagi urusan haji? Lah sumpah jabatan yg atas nama Allah aja berani dilanggar? Apa lagi yg bisa diharapkan dari pejabat negeri ini?",@AdiPrayogoGstyle,6 bulan yang lalu (diedit)
"TAPI SAMPAI SEKARANG MANA,SIAPA YANG DI TAHAN ?",@yusufmawardi3434,6 bulan yang lalu
Menyimak sumber masalah keputusan Mentri mengenai  kuota tambahan,@awam706,6 bulan yang lalu
"Di website kemenag kan sudah dijelaskan kenapa diskresi menag 50:50, yaitu atas dasar keselamatan dan kelancaran jamaah, karena jika memakai proporsi 92:8 tidak memungkinkan untuk pelaksanaanya, mulai dari zona di mina yang sudah fixed, akan beresiko jika dipaksakan, akomodasi di saudi, dan pesawat keberangkatan, serta banyak jamaah reguler dalam antrean juga tidak siap dana untuk pelunasan. Saudi memberi tambahan kuota tidak termasuk space lho, space di mina sebagai contoh harus kontrak lagi dan biayanya sangat besar bisa menghabiskan dana bpkh.

Tapi untuk kecurangan dan praktik jual beli kuota tambahan memang tidak bisa dipungkiri terjadi, karena sudah terbukti di kasus yang melibatkan ustad Khalid basalamah, jadi memang perlu diusut lebih dalam.",@D.felia04,6 bulan yang lalu
Delay sedikit suaranya,@NvmRenan,6 bulan yang lalu
"Mengalirnya jauh sampai di mana saja ,mungkin kah ke oknom oknom DPR sebab biasanya setiap ada anggaran minta bagian?.",@sudirmanbadrun1501,6 bulan yang lalu
"Kpk harus berterimakasih pada DPR,,,,
Kasus bisa terbuka,,,",@jokopramono9281,6 bulan yang lalu
Narasumber tdk paham ttg tata Kelola haji malah mengatakan bolehnya jemaah umum di geser ke haji khusus.Sebaiknya narasi ini di koreksi krn salah pemakaian,@map708,6 bulan yang lalu
Mengalir Tdk Jauh. Hanya Sampai Ke OSLO😂😂😂😂😂,@hartatihartati5034,6 bulan yang lalu
"saya sependapat dengan pendapat ex KPK bahwa pengusaha travel hanya mengikuti kebijakan pemerintah, dan mereka juga mau untung",@kusnaneffendi5646,6 bulan yang lalu
"Mestinya bersyukur ada tambahan 20rb. Menteri2 sebelumnya dan menteri sekarang tidak pernah lobby kuota tambahan.
Bahkan yg sekarang tidak mengambil 10rb kuota tambahan. Itu pun proses keberangkatan hingga Armuzna berantakan. Lihat liputan CNN TV",@dhanisetiawan4784,6 bulan yang lalu
"duit,haram, dibagi2😅😮😢",@imammulyadi7390,6 bulan yang lalu
"Sekarang ada Mentri haji dan umroh, gajinya dari mana? Karena Mentri ini hanya mengurusi umat Islam. Klo dari pajak koq aneh yha.",@veronicasihombing5975,6 bulan yang lalu
"Apa perbedaan haji furoda dengan haji khusus tahun 2024 bukannya tahun keberangkatan sama???. 
Dimana percepatannya???",@inaami9496,6 bulan yang lalu
"Ya Allah, untuk apa uang banyak2 dari hasil syubhat dan haram?
Di dunia pun tidak akan merasakan ketenteraman hati.",@sriilham7817,6 bulan yang lalu
Seru sekali penjelasan dari narasumber yang saling melengkapi 😎😎,@annisanuurbalqis2804,6 bulan yang lalu
SEHARUSNYA TAMBAHAN QUOTA HAJI 2024 DIBERIKAN 100% UNTUK HAJI REGULER,@fachruddinbatubara1777,6 bulan yang lalu
"gimana dengan sholat orang kerja di kementrian agama ini, sungguh memalukan agama islam tanggung di akhirat nanti ya",@RifanValtakubu,6 bulan yang lalu
Mengangkat menteri mestinya bukan dari ormas atau partai tetapi tidak memiliki ilmu yang cukup sehingga terjadi korupsi. Hendaknya tak terulang lagi pada masa kini.,@Spj4254,6 bulan yang lalu
"Maaf miin, percakapan kalian semua harapan ny baik dn benar ,cuma pak mentri saat itu bukan membahas soal antrian yg panjang dll ny, cuma cari untung ,cari uang lebih aja kayak ny😂😂😂😂,,parah sihh miin",@KangMie-p4d,6 bulan yang lalu
Makanya sebaiknya penelusuran dilakukan sejak tahun berapa penyalahgunaan kuota ini dilakukan oleh oknum kemenag,@jainalarifin8507,6 bulan yang lalu
"Ya Allah sedih banget😅😢saya mendengar ini. Ngantri segitu lamanya saya tidak terpanggil panggil, ternyata begitu caranya  praktik di lapangan.

Ya Allah keterlaluan memang",@nuryatidjihadah6237,6 bulan yang lalu
Na'uzubillah,@yantitati1537,6 bulan yang lalu
MOHON DI CEK   BAPAK KUOTA YG ANTRI UDAH ANTRI  TH LEBIH DAHULU DISALIP OLEH ANTRI YG LEBIH AWAL,@samidisamidi3233,6 bulan yang lalu
"Menteri itu kan pembantu presiden, dan di pilih presiden secara prerogatif. 
HARUSNYA apapun keputusan/kebijakan menteri atas persetujuan dan sepengetahuan PRESIDEN.
Apa semua kebijakan menteri itu ada tanda tangan presiden?
HARUSNYA ada UNDANG2 yang jelas yg mengatur itu. 
AGAR PRESIDEN tidak asal2an memilih menteri karena balas jasa / bagi2 kue saja.
karena BANYAK KORUPSI yg berawal dari KEMENTRIAN",@HasanApi-s4x,6 bulan yang lalu
Yaqut sangat2 dan sangat memalukan umat islam,@PramonoTaunan,6 bulan yang lalu
Jangan2 kakak terima juga?,@IsmayaTriwikrama,7 bulan yang lalu
Nampaknya KPK nya ikut memainkan pemeriksaan kasusnya hingga menjadi berlama-lama karena ada kemungkinkan keterlibatan orang kuat didalamnya,@alqafhudaya5249,7 bulan yang lalu
Pengadilan yang paling adil adalah pengadilan Rakyat seperti di Nepal,@KusnanHadi-p2q,7 bulan yang lalu
"Langsung jalan tuh itungan2 yg masuk  kalau dpt separohnya  saja dgn 50jt per kepala ... 20rb x 0,5 x 50jt/kepala 500.000.000.000  Wow...😱",@kanalsenisederhana,7 bulan yang lalu (diedit)
"hukuman untuk korupsi adalah penjara, sepertinya masih ringan, asal lihai aja mungkin sepadan dengan hasilnya untuk balik modal.",@teguhwidyiantoko457,7 bulan yang lalu
Hukum mati,@totobudiarjo7810,7 bulan yang lalu
Menag Yaqut dholim,@samunjajaraharja340,7 bulan yang lalu
Sjafrina ini kok membenarkan 50% ?,@samunjajaraharja340,7 bulan yang lalu
Saya terdzalimi..karena sudah dp onh..entah kapan berangkat uang tdk jelas...hasbunallah wa nikmal wakil...😢,@Nayzila_cantik,7 bulan yang lalu
Miris,@kisahkitatv877,7 bulan yang lalu
"Udah pasti..kemenag bisa sbg kementerian teknis, tapi dalangnya, perancangnya, dan tokoh utamanya pasti ada 😅😅",@kusumapratama8514,6 bulan yang lalu
Saut? Skip,@bbqlovers5890,7 bulan yang lalu
Garong ďi suruh urus duit yaa ambyar,@EmiliaEmilia-r9m,7 bulan yang lalu
"Tidak ada manusia yg luput dari kesalahan, semua manusia pernah melakukan kesalahan. mari kita beri kesempatan maaf kepada pak Yaqult, beliau seorang anak Kyai dan beliau sangat NKRI. Semoga pak Yaqult dan pejabat Kementerian Agama sehat walafiat",@Rei__yi,7 bulan yang lalu (diedit)
"Mengalir sampai jauh...................akhirnya kelaut.,...",@pelalawankerinci8594,7 bulan yang lalu
Terlalu berbelit-belit yg jelas telah melanggar peraturan yg berlaku terkait kuota  haji.,@agussuyono3618,7 bulan yang lalu
Mengalir jauh sampai Solo.,@Sumarso1234-qk4jm,7 bulan yang lalu
"Sekedar saran mohon redaksi majalah Tempo video macam begini dibuat juga versi pendeknya, yang kurang dari 30 menit lah.....KIta butuh berita tetapi 50 menit terlalu lama untuk membahas 1 hal di waktu yg sibuk  ini. Mungkin editor akan bekerja keras untuk mengedit berita yang isinya daging semua menjadi kurang 30 menit....Terimakasih.",@x-gennation1266,7 bulan yang lalu
Malu aku sebagai NU,@gk_tauc8m,7 bulan yang lalu
"Adik saya usia 64 sudah antri 10, pas dicek  kmrin jadi lemes karena prediksi berangkat tertulis 2030🤗😭 Padalah saat setor 10 thn yg lalu tercatat masa tunggu 10 thn (2026 berangkat)
Mundur lagi 4 thn. Pasti ini akibat pencurian quota oleh yg sekarang lagi diusut tersebut.
KPK harus tegas dlm hal ini, haq personal untuk ibadah yg dirampok, pertanggungjawabannya dunia akhirat.",@jumartilianhamid8899,7 bulan yang lalu (diedit)
"Aneh sudah jelas keputusan mentri dan mentri tahu semua prosesnya masih saja diselidiki dan dicari bukti yg cuma buang-buang waktu dan anggaran, undang2 jelas pembagiannya 92-8 tapi pelaksanaannya 50-50 artinya mentri sudah melanggar undang2 yg dia buat sendiri. Tangkap dulu penjarain dulu berdasar bukti pelanggaran tsb saja sudah jelas. Baru dicari diselidiki kemana saja anggaran tsb mengalir..",@rempoa0507,7 bulan yang lalu
Terima kasih Tempo atas podcastnya tentang bisnis akhirat di negara konoha yg bersangkut paut dengan organisasi2 langitan...😗🫢,@ketutpiterfitriantogegel9801,7 bulan yang lalu
"sayang sekali ini yang saya harapkan di liputan sebelumnya mengenai kementerian haji, yaitu komitmen dalam peningkatan layanan haji. mulai dari konsumsi, transportasi, durasi tunggu sampai akomodasi. nyatanya mereka kementerian baru hanya menyebut pemanfaatan dana haji, amanah umat, Yassalaam",@Fifi-dv5wh,7 bulan yang lalu
"Sepertinya gak ada sektor yg gak di korupsi di Indonesia...
Sampai hal yang berhubungan langsung dengan Tuhan aja masih di korupsi ....
Gak bisa komentar lagi....
😢😢😢😢😢",@suryana2025oke,7 bulan yang lalu
"Dari dulu kuota haji sebenarnya selalu kita dikasih kuota tambahan tapi selalu ditolak oleh pemerintah RI, Krna alasan mepet dan juga dana yg sdh terlanjur di tetapkan oleh DPR, trs tiba2 pak Jokowi dapat kuota tambahan nah ... , perlu dijelaskan juga bahwa haji reguler adalah haji subsidi biaya sebenarnya adalah sekitar 96 juta, nah begitu ada kuota tambahan trs dana subsidi nya dari mana ? Inilah sebenarnya yang menjadi masalah awal lalu ditetapkan kuota tidak sesuai UU tadi dan berlanjut menjadi peluang korupsi. Kalau haji plus itu tanpa subsidi bayar penuh jadi mmg tdk ada masalah kalau ada kuota tambahan berapa pun, bahkan nambah biaya juga tidak ada masalah, tinggal nanti berangkat sesuai nomer antrian, Krn haji plus juga ada antrian kecuali furoda. Sekarang kita tidak ada kuota tambahan lagi karena pasti akan jadi masalah lagi, ini kan malah jadi aneh, padahal antrian buanyak banget",@larisbpnolshopofficial,7 bulan yang lalu
"DPR juga ikut meloloskan aturan 50:50 itu, ikut diseret gak tuh? Saya cenderung setiap masalah dalqm eksekusi suaru kebijkaan, sedikit banyak ada kontribusi kelalaian parlemen di situ. Cuman krn keterlibatan nya gak langsung atau di Hulu, DPR sering luput disalahkan",@fluffycute9564,7 bulan yang lalu
Jokowi wajib diperiksa,@DukuhBong,7 bulan yang lalu
Apakah ada kementerian di republik ini yang tujuannya untuk kesejahteraan bangsa,@SeriHusairi-m7o,7 bulan yang lalu
"Ada yang merasa diperas.
Diperas lalu nyogok untuk dapat kuota.
Sama aja KORUPSI.",@DokterBakso,7 bulan yang lalu
"Yuk kita hitung uang yg buat bagi² utk pemilik travel dan para pejabat korup dari hasil 10.000 quota haji khusus .harga haji khusus USD 8.000 dijual ke travel (ust khalid) USD 42.000 surplus US 34.000 x 16.230 = Rp 551.820.000/jama'ah dikali 10.000 = Rp 5.518.200.000.000 ( 5,518 T) . Berapa ya bagiannya Menteri Yaqult ?",@aryaaditya2153,7 bulan yang lalu
37:20 Selain di 2024 karena korupsi bisa tunjukkanPIHK mana Mbak antre Haji khusus 1-2  tahun?  Kenapa tidak survey lapangan sih? terjebak kalimat KPK di konpres yang sama-sama tidak survey lapangan. ONH plus antre 5 tahun saja sudah super kilat.,@methegreat1971,7 bulan yang lalu
